,ACCESS-CM2,ACCESS-ESM1-5,AWI-ESM-1-1-LR,BCC-ESM1,CESM2-WACCM,CMCC-CM2-HR4,EC-Earth3-CC,FGOALS-f3-L,GFDL-ESM4,GISS-E2-1-G,IITM-ESM,INM-CM4-8,IPSL-CM6A-LR,KACE-1-0-G,KIOST-ESM,MIROC6,MPI-ESM-1-2-HAM,NESM3,SAM0-UNICON,TaiESM1,ERA5
Zone 12,28.764267067504107,29.226860734528213,27.550672602526276,30.819585762885694,29.516342705786908,28.87936644959297,27.668587781737035,28.518651341457016,28.17011899761128,28.10869709089693,27.830475209634045,26.88407344942781,27.27169299332742,29.15930423113258,28.548192898951868,29.579365505075085,27.680717537983202,29.581868489883433,27.891657819727175,27.384019712892787,27.283133554008273
Zone 13,32.280474388105965,31.632678764526137,31.516087776526494,33.45894559598571,33.350347669070956,34.20067654362434,31.321610931676098,30.749418131510446,32.983174123327736,29.322102251239876,31.216536833155125,31.023036596094624,29.552377468678753,32.14564391159028,33.324166870117224,37.30694814294015,31.02191461719298,33.22625209712094,32.34437137512344,32.49234445055242,31.7997357555831
Zone 14,34.08172526307618,32.67047830220144,34.48913819594824,33.75686230040168,34.5949172682752,33.91881417223921,33.156515622182894,32.01655067493715,34.22561219159297,31.878914572522557,33.83901931585779,33.097399523367315,30.025393864269464,33.881770753548835,34.085506093199065,40.21912947327332,34.003310441933586,35.22383222051998,33.54243805607596,35.28361607276626,33.67852969803158
Zone 15,29.646090877757388,28.851754940257372,27.834197078597814,30.0035268809536,28.419749690037158,29.8605355356254,28.474451048738,27.474441079532415,29.209930958467385,29.41286163330081,27.15861456912756,27.530996614344,28.337734386967714,29.762005256204077,28.33371091356467,29.25271313127476,28.318233675110037,28.388346241032007,28.109700281479792,28.647442387599593,27.759418902555588
Zone 2,20.99996365089895,21.337087210316955,21.600718804029402,20.580248779485675,21.84383008937645,23.463728167057333,20.57522435697962,21.830382986629743,22.39589709929607,19.528429233326655,17.854260696087564,18.233697067777552,20.517849507519344,22.652325428573445,22.090322145449573,20.745738222548518,20.966595759912106,21.3541812566241,21.26820460255489,20.38463330713683,19.820433000464092
Zone 3,32.09627374387259,30.67364796158538,31.254021021371962,30.78348986022006,33.181430392795164,33.47049402473801,30.98768887446732,31.889429802988122,33.1741477218329,32.068431360581364,31.396434601472727,26.765289286694518,30.572538012221838,33.250477231094294,32.64814945545073,31.44556558632442,30.501995604499296,30.332034368541045,31.721442049313236,30.24619251741566,29.359693426018314
Zone 4,34.58963561498821,31.51519499706624,32.68048489585905,30.235132033888107,34.03845118568059,36.80194527548571,32.80467878998255,33.97069557254057,34.298562699005416,34.67692669139191,31.134310645921694,27.986292615190635,31.79044925972037,34.60913908287927,33.84417516421649,36.47249958560214,32.95742526080779,32.713678417516064,34.41050501341693,36.15337098421727,31.612172485594154
Zone 5,34.35986842735143,31.550501599565646,33.2352932225335,29.404158412324072,32.76461066059931,35.65006419198745,33.710632484591194,32.63626230063562,33.94101445815145,31.42852922968506,31.155548495513337,29.170645586115334,30.294270853348145,34.36729608103009,33.124386849568126,39.11477003988707,33.4715842754369,33.887430396135464,34.63049456812756,37.25640591248302,31.68688368379808
Zone 6,31.486176353087423,28.994506525865884,31.015522359180597,25.366534288345942,30.381287961111024,33.17070339291281,32.7099559935788,30.086031769941226,32.22896313998791,29.57885795226074,29.283764379208193,27.398096641499748,27.405388139813976,32.37173996107679,30.009328026865045,36.82479135013489,30.930266779228926,32.75545619530749,32.57814580199981,35.205181180757954,30.498055908466903
Zone 7,34.56921304654677,34.8051912229736,31.555820109985916,36.032176509277726,35.150793530831955,34.28228764880385,33.57843407291807,33.06059862409322,33.80414073270912,34.12842099742732,32.31539663569373,30.976081989192185,31.369659957056495,34.311866841463164,34.92200617643301,35.79798344967558,32.29636235930105,31.704601775979715,32.70008624962845,34.48047958644723,32.47438370264078
Zone 8,34.538353901782095,34.27090322656573,33.18621654435914,36.013001500917056,34.573421010368556,35.777357362734755,33.6575544725785,33.421513504327535,34.23403954898612,31.476102082495625,32.63367883613116,33.105572145748795,30.967669605693043,33.77424578897316,35.64769117567277,39.641446028746756,33.939034571515485,34.415766355219986,34.027967862563486,36.57563517202741,33.84022254187319
Zone 9,33.35898087245968,33.720315878874366,30.982624201295586,34.513112646730065,33.608048254773536,33.80090827277026,32.747853015364775,32.094789434694796,32.849779534433424,30.2959699204389,30.484797105202507,31.544643781076093,30.798057007051653,32.174107051674866,33.61681944604016,36.6781386778599,32.23052701061641,33.35703516131824,32.19426004546922,32.43513795557628,32.47497833804396
