,ACCESS-CM2,ACCESS-ESM1-5,AWI-ESM-1-1-LR,BCC-ESM1,CESM2-WACCM,CMCC-CM2-HR4,EC-Earth3-CC,FGOALS-f3-L,GFDL-ESM4,GISS-E2-1-G,IITM-ESM,INM-CM4-8,IPSL-CM6A-LR,KACE-1-0-G,KIOST-ESM,MIROC6,MPI-ESM-1-2-HAM,NESM3,SAM0-UNICON,TaiESM1,ERA5
Zone 12,28.17479730743211,28.38487363329123,25.01845560005354,28.61891398761152,27.828951477848655,27.0931575168452,26.39106426151864,27.020417306937446,27.208947170481988,27.863932157030316,25.32825854439536,26.32304397782471,26.543200104461885,28.818423242506658,27.101064780075333,27.46382180019994,25.833842460395097,26.265962476702477,26.817605240100896,26.76988198107886,25.268551452042217
Zone 13,31.78922456895088,31.342565891373937,29.638108087198162,32.207027596445364,32.83351949776269,31.72163070423847,31.18289054493821,31.157425759508744,32.78638702592042,30.330808851454027,30.563374075179922,30.270570689348894,30.07450288522719,32.18322277858629,32.95265543209791,34.677343419439374,29.596608395785104,31.51813315796268,32.015573938185554,32.10277783789323,31.101794817647768
Zone 14,34.71870514780351,33.52579422495727,34.508794579634156,35.59729225690001,36.47545259568516,35.466541288067,34.28214034207411,34.57306805778955,37.262064241895516,33.7872736762552,34.6729305902754,34.63309326338095,32.181740503819945,35.11113967396858,36.39365453006745,42.074144016108356,34.28710511659652,36.79172388021429,35.78109727775007,36.243822017993836,34.12103929702404
Zone 15,29.270252182904446,29.23814230526197,27.347210441618667,28.99547869496073,28.84510907939838,28.815686962651288,28.082995998590167,27.922651313332974,28.030228468951076,29.199727406221307,26.87231271896675,27.799029361500484,27.77595107134654,29.14268439797798,27.951957912071094,28.054199065474723,27.59759538394526,27.53214867959676,28.277561980602805,28.642197313495725,27.28053204866117
Zone 2,22.846292010900616,23.63239174909136,21.324628717058584,20.05448026422681,23.53319914574719,24.084056796902942,22.169886215906537,23.338764031558146,22.538559274112504,20.282710857697378,18.737858798232487,19.47270878810511,20.94924293375354,23.7037889667586,20.55901345260358,21.91379972541123,21.35010568166252,21.86972370258929,22.333176507343524,21.750869024529475,21.40087783583741
Zone 3,33.7314904705372,33.23683378930189,30.009507491691743,28.92594328785133,33.63787158309508,31.791955454209294,31.781910565911925,32.930987518908964,32.828624605665055,32.01307006536749,29.37527302260447,26.487887618121,30.113659536094676,34.59753681257662,29.841751901464537,30.278334861688503,29.943043946797637,29.441136635146158,32.162246390781135,30.337638079574702,28.82587198870131
Zone 4,36.88458845208008,34.70370235496545,30.923476298177413,29.37521206624724,35.91944092787061,34.69751416125331,34.14896028264323,35.644190318644576,35.78891026472848,36.35192295362972,30.156009766843415,28.217452915309217,32.99164785117518,37.01025833429077,31.455821839589937,34.86191605219823,31.66921468554707,33.23337420833787,35.569597307306736,36.173647618939356,30.79560513858709
Zone 5,36.32145178872333,34.85462396445397,32.473752204482345,30.701233586632128,36.25155792414421,35.89379359190985,36.066534286886004,35.34714097736267,37.77259859998691,34.98261307788499,31.61379219288871,30.95528586892523,32.917990708640005,36.90449531619291,33.620754581027576,40.47595038440395,33.18238082660334,36.280836499345966,37.497563883392324,38.43834766954269,31.76262378172336
Zone 6,33.61692569073086,32.1655106542795,33.51669411167499,28.767203150642104,35.40603284875484,35.79888858806502,35.77497857094963,33.77442740374073,37.1769088500324,32.61333588788857,31.087218238280705,30.37183328720339,30.71105671904429,35.34837050276434,32.917256454676306,41.62051549352543,33.841063684645924,36.85540821048714,36.93165708509007,37.81412519748485,31.875354112173916
Zone 7,36.0149092302937,36.57190627667086,28.633258330862642,33.578054091437146,34.73164443143391,31.599269037469345,34.13784468637858,33.95838741013986,35.72890516521553,35.764637246011716,29.578678972645445,30.318307777212475,31.759058548928284,35.78809033476674,32.18799247022216,33.915369095442784,29.154961057283156,31.182453913982652,33.64024990505645,33.76884842389106,29.72215881773711
Zone 8,35.416324790007174,35.28612052568426,31.263530981049463,35.51379444453864,35.48274042798545,34.55866313709936,34.38349624019325,34.76635222191907,36.606710920146895,34.166081486122316,31.91546487635194,34.5013134426541,32.66352550876382,34.99442699557039,35.287411108079326,39.79682208061748,31.516488186294964,35.06636829131366,35.345033946151595,36.38340647894835,32.442517297936256
Zone 9,32.67697570401861,32.77526119257113,27.523951704253545,31.592006174153973,31.529686385842478,29.865896961320225,31.22365608036996,31.043896361706327,32.07386767219097,31.003351584041845,28.06045017167382,31.004312388102242,30.385527540958567,32.098756135429454,31.317337506529057,33.014718332872086,28.176308979009747,30.51213044518842,30.884628985702108,30.406558669678294,29.242657403889652
