,ACCESS-CM2,ACCESS-ESM1-5,AWI-ESM-1-1-LR,BCC-ESM1,CESM2-WACCM,CMCC-CM2-HR4,EC-Earth3-CC,FGOALS-f3-L,GFDL-ESM4,GISS-E2-1-G,IITM-ESM,INM-CM4-8,IPSL-CM6A-LR,KACE-1-0-G,KIOST-ESM,MIROC6,MPI-ESM-1-2-HAM,NESM3,SAM0-UNICON,TaiESM1,ERA5,AMME,BMME,RMME
Zone 12,26.955554997063945,26.460629122864994,23.599233838508685,26.345103008444735,26.282217752128417,25.788833932315633,24.05895445595254,25.37036699781234,24.679266492058275,26.586517378863192,24.501003924615567,24.935452310400095,25.388896345693738,27.307128666896467,25.768871312359607,26.44090168046175,24.24208839693902,23.700487290565746,25.43126602422181,25.752866520601195,24.217670290842072,25.47978202243839,25.045823019075826,25.624435023559244
Zone 13,31.31380085997076,30.02944092262288,26.53143900379037,29.085995280567133,30.061784004316724,29.00279485471198,29.68579761343298,29.940641201243707,29.84585594227114,30.524143672768613,27.97155778146943,27.859705994383727,29.50335372069655,31.54154821325234,29.74551582197914,31.593228556940897,27.487713532934105,28.696327972884816,29.407058853227007,30.097887903516874,28.507801176184778,29.49627958534906,29.17249260486038,29.604208578845288
Zone 14,34.69778450361267,32.58009904516551,30.5650430172872,33.26602807667081,34.25815495537433,32.480478340763966,33.10146223261137,34.3657738529779,35.82400904138106,33.86139696407945,32.37286619326399,32.8132594040017,32.74574675446458,34.965264786198794,33.13276086695057,40.20424479969066,31.378560137635766,33.80814033887947,33.68227650456096,34.60275229909065,31.367074293202307,33.73530510573306,32.8918070861879,34.01647111224811
Zone 15,28.603229118795998,28.710598754882838,27.1918719605641,28.6862639370311,28.37830346799366,28.236892789952915,27.03606192454277,27.458639795639954,27.00885566262639,28.358702984978198,26.510587090439312,27.491806658576536,27.169454537185995,28.437720444623203,27.620384276147007,27.499025535543538,27.30089443955898,26.718768367584193,27.898595413507216,28.167523283116967,26.916555306549824,27.724209022164544,27.530574645168326,27.788753814496612
Zone 2,23.070355507481786,23.066093744016197,20.448755359839822,19.439419274732966,23.740134426985076,24.309828355803937,22.34879060374479,22.937789863953643,22.61001476757032,20.13522656282642,19.203890067904958,19.95252813519431,21.70358440600261,23.31039125167115,20.320680574993986,22.21521494617834,21.106968519889968,21.45360474190352,22.038363127954945,22.306220661056816,21.709606076650275,21.785892744985276,22.204811583677262,21.64625313208795
Zone 3,31.51067796096306,30.63087469362748,28.437457130227497,26.236998884814913,31.014885209692352,30.52743547310759,28.754737862521782,31.017073118920447,29.013879170137326,29.781512151979967,28.366536234940174,25.834155717238904,28.38444020837919,32.068664949703866,27.293041502676246,28.479854007341206,28.8448609052734,27.286973073056494,29.37414888535712,29.319301084132,27.882918942729166,29.108875411204547,29.287429772499895,29.04935729077277
Zone 4,34.74011591208752,30.53076412510808,27.683196886096162,24.56310311021789,32.33818030050158,31.822233976547597,29.395947640778473,32.853696178788915,30.251884184765245,34.172585597959916,27.713096134654876,25.465340972814932,30.31593254169627,35.092840764235405,27.02083653860512,30.463697350247944,28.56534787857648,28.451968772986753,31.10422177817866,32.76287146852355,28.267498682537887,30.26539310566857,29.93161244265932,30.37665332667165
Zone 5,36.37245905686496,31.61871694783874,27.0755076265586,26.230710779513643,33.079170361331,32.15898169117706,31.12469775137467,33.96908427647185,32.579506202505456,35.74870016274335,28.400418143336736,26.785793184766614,32.071394925552895,36.31381357230395,28.81014332348338,34.74050337300654,28.002380081153465,30.892636576158914,33.48343894595194,34.29502511759101,28.480345792364773,31.687654104984237,30.813057424732083,31.97918633173495
Zone 6,34.91418091473098,32.51084795457161,28.42720266508954,27.416089050518583,34.46164618371433,32.589925572649776,33.36053230874022,34.614696082456895,35.040479217366126,33.36116970286653,28.967576148644927,28.5068860956692,32.22436567697675,36.37784123548214,30.30035541373496,39.730830845851244,29.465924990554498,34.92243203572249,35.15301423551638,35.64334754921184,29.359148846302165,32.89946719400344,32.06628687362727,33.17719396746218
Zone 7,33.978957451144545,32.855805163129745,25.17070646674987,28.037788990014135,29.872035807833093,28.249576233508567,27.778234190142044,30.112914015826078,28.16717077431561,33.715695177607195,26.44661789928947,25.85010316138176,27.91822911920291,32.84838871974574,27.607938388856542,28.648310148578606,25.219732973069856,25.892870270923684,28.433920642414712,29.29380578305544,26.35477814865204,28.80494006883948,27.79367916028062,29.142027038359103
Zone 8,34.810428993374714,32.64384076486229,25.775756776727572,29.80232066803551,31.110885078413578,29.880965713301546,29.98993322659286,32.001071472168,31.6683574601716,34.19759509217508,28.211895230657582,28.518459943384933,30.488456939949142,33.85387993706599,29.77597978280264,33.962251972035055,26.57901547884969,29.371724855342617,30.66972833737311,32.082688533974135,28.0723458753807,30.76976181286288,29.645393134742942,31.144551372236197
Zone 9,31.150981118196,29.81289608425567,23.450520701645296,26.687817187257103,27.549945390988047,26.37991124105352,26.93857687480554,27.550495551614226,26.346396687825546,30.199246329513276,24.98420511074725,25.828288707857837,27.16620996433359,30.202759132135952,26.90127486268422,28.243225938953557,24.245239955602084,25.510764663418488,26.629521616518133,27.19355729645376,25.987950268738896,27.148591720792957,26.403099697151927,27.397089062006636
