,ACCESS-CM2,ACCESS-ESM1-5,AWI-ESM-1-1-LR,BCC-ESM1,CESM2-WACCM,CMCC-CM2-HR4,EC-Earth3-CC,FGOALS-f3-L,GFDL-ESM4,GISS-E2-1-G,IITM-ESM,INM-CM4-8,IPSL-CM6A-LR,KACE-1-0-G,KIOST-ESM,MIROC6,MPI-ESM-1-2-HAM,NESM3,SAM0-UNICON,TaiESM1,CHIRPS
Zone 12,0.309091158915892,0.34730856324132364,0.5453890148318328,0.4106002428101426,0.3422192561990239,0.5806545232650834,0.4224287346874148,0.19099319630403133,0.29935979423787545,0.5082839109020905,0.23066900745134583,1.9394762237562517,1.0028702403787755,0.2135201787138361,0.17523477537578494,0.9447215502860417,0.23918062786639507,0.5890199734283432,0.8082632118346355,1.1894729966645716,0.48092952897332875
Zone 13,0.013180459495418151,0.02561654186944365,0.012251820080043822,0.01129968260977459,0.07098008008594596,0.018821053774353124,0.0031916481918302883,0.01987187229250323,0.008096046611179294,0.1622327742704378,0.1042735700368729,0.15314975568030284,0.03224616541495969,0.027269748277538742,0.002797083475729234,0.13848434654354724,0.004320644563978523,0.029311140008083762,0.03014501793042475,0.024335973400567586,0.009768784945355108
Zone 14,0.08987553952393056,0.40620511497720957,0.032689554251072735,0.0405275198007146,0.3052208281707428,0.07866500085848072,0.03191615136814656,0.06390871319477046,0.050471859801053696,0.1331292500984298,0.5069103715142956,0.17765299314798533,0.09515773853809367,0.15444280279103106,0.007237936374731945,0.49885703265244047,0.05176925651640865,0.029521798367455616,0.10035651090947548,0.07039201159281969,0.1209150649479732
Zone 15,0.1954064416966783,0.11857647447868652,1.4333436814316745,0.47263161410280263,0.1748209326325758,0.3233259634275585,0.39707610475623417,0.02662332291425084,0.40925278900374756,0.5399528178724509,0.33127805691831236,2.408754493853347,0.25679976213418726,0.1465331717152363,0.0773202996265688,0.2337573115505713,0.7009575899009599,1.5681398809251261,0.9088112842924125,0.8044015282256539,0.31907549405928815
Zone 2,7.384362059837922,5.591602259471087,2.6759872635043886,2.0366199676955907,4.070927557374892,2.026343916811608,1.9773074419122585,1.6528256201932863,2.132741720437741,6.08345814849723,4.290003751594474,3.2207882298750112,2.3658936692323786,4.005543238657609,1.3998550934325236,4.4070941171630675,2.5601221853012213,3.849995111355752,3.0887009693283867,4.95925853928209,2.3498779190341024
Zone 3,1.5903768627770343,1.8494373953215955,0.2756697587797947,1.228864198505885,0.9680060403125732,1.2042019904340444,0.29421900228607994,0.6661088007848087,0.1642803633101811,0.4222197694182024,0.7728284188977667,0.701552103707779,0.7881083242296244,0.7566577779727417,0.20953108977244617,1.469235485496152,0.9807222503160719,0.9293831585309525,0.550949951047807,0.5800593040601901,0.8664409263814187
Zone 4,1.0628480282947823,1.9270896343373134,0.19740005383475245,1.2906833706464476,0.6975689435746637,0.8169942628119616,0.2275959384219946,0.37083668519075613,0.16812342100944563,0.1396611002201086,0.6366136175611623,0.5743503338962395,0.4062436769454061,0.5379986027517862,0.1637879460764783,1.0392735696755644,0.36956152148726634,0.8936931721403878,0.35263150647902497,0.36419179512402633,0.530158108484494
Zone 5,0.689286347500205,1.827204985607184,0.35903610108516576,0.6667558609823424,0.7216685096161736,0.4207313330627882,0.23292576522814462,0.29441287304020386,0.18588143036755095,0.30701549344329016,0.9899334554795978,0.4525937761608627,0.2670845659463554,0.4063399589906932,0.12367380674079852,0.9509161483160694,0.5596018709268263,0.6380153925486953,0.2846782380732964,0.2601256054407726,0.5749493173151138
Zone 6,0.9381598767619317,2.59511304980346,0.47444271586889086,0.47577373503520565,1.1297727271289286,0.4669296481859867,0.38987513468550433,0.5793359576302827,0.6143970084867854,0.7549832814737263,1.8092607349594794,0.5352974850850446,0.766527478886026,0.6590415834186926,0.35401904311468124,1.5969306070191436,0.7209021239395328,0.4569485411532663,0.4335089149587648,0.3931142802850567,0.8254096712095166
Zone 7,0.7666525387361942,1.115899319688092,0.10370359745319588,0.5367574149333452,0.74162908057361,0.8675493693776571,0.31416458927031693,0.30499334101407377,0.16841143085703736,0.14995790262358413,0.6387761038917873,0.6939676533589935,0.8298004451908456,0.4333118007171249,0.14602764811244878,0.9606579741089192,0.32987975820442994,0.3288977159463724,0.5155980579649425,0.38979069417849593,0.6762016458271093
Zone 8,0.1926444206708901,0.4665582930905112,0.09033034848252698,0.22926737747652043,0.32402116171986584,0.25138543620968906,0.08297141098201377,0.09556150417277527,0.04592428888757932,0.05899914127785852,0.2906365636975832,0.42092461075122345,0.1615542470563602,0.13399753422821012,0.021832545913666925,0.5465984658174787,0.10414185172822728,0.11647559658133952,0.1588990831408063,0.11756145659729833,0.2400348048247068
Zone 9,0.07545484624667095,0.1405098844323247,0.08778555902167359,0.10310217989106067,0.14121189730133676,0.1783674360160911,0.03535048082409555,0.04675975710202746,0.04647608963447191,0.08225974650258443,0.0721582442051035,0.5150882102446204,0.17164887232672682,0.0798596293588879,0.03352882032392157,0.27929498896736565,0.02096447326858743,0.09002424975834442,0.19767373567488278,0.0990656434989931,0.14758015750762324
